,STUID,SCHID,state,DIST,SCH,STU,FORM,GENDER,AREA,medium,mathscl,mathtry,mathncor,mathpcor,MT012_001,MT012_002,MT012_003,MT012_004,MT012_005,MT012_006,MT012_007,MT012_008,MT012_009,MT012_010,MT012_011,MT012_012,MT012_013,MT012_014,MT012_015,MT012_016,MT012_017,MT012_018,MT012_019,MT012_020,MT012_021,MT012_022,MT012_023,MT012_024,MT012_025,MT012_026,MT012_027,MT012_028,MT012_029,MT012_030,MT012_031,MT012_032,MT012_033,MT012_034,MT012_035,MT012_036,MT012_037,MT012_038,MT012_039,MT012_040,MT012_041,MT012_042,MT012_043,MT012_044,MT012_045,MT012_046,MT012_047,MT012_048,MT012_049,MT012_050,MT012_051,MT012_052,MT012_053,MT012_054,MT012_055,MT012_056,MT012_057,MT012_058,MT012_059,MT012_060,MT012_061,MT012_062,MT012_063,MT012_064,MT012_065,MT012_066,MT012_067,MT012_068,MT012_069,MT012_070,MT012_071,MT012_072,MT012_073,MT012_074,MT012_075,MT012_076,MT012_077,MT012_078,MT012_079,MT012_080,MT012_081,MT012_082,MT012_083,MT012_084,MT012_085,MT012_086,MT012_087,MT012_088,MT012_089,MT012_090,MT012s001,MT012s002,MT012s003,MT012s004,MT012s005,MT012s006,MT012s007,MT012s008,MT012s009,MT012s010,MT012s011,MT012s012,MT012s013,MT012s014,MT012s015,MT012s016,MT012s017,MT012s018,MT012s019,MT012s020,MT012s021,MT012s022,MT012s023,MT012s024,MT012s025,MT012s026,MT012s027,MT012s028,MT012s029,MT012s030,MT012s031,MT012s032,MT012s033,MT012s034,MT012s035,MT012s036,MT012s037,MT012s038,MT012s039,MT012s040,MT012s041,MT012s042,MT012s043,MT012s044,MT012s045,MT012s046,MT012s047,MT012s048,MT012s049,MT012s050,MT012s051,MT012s052,MT012s053,MT012s054,MT012s055,MT012s056,MT012s057,MT012s058,MT012s059,MT012s060,MT012s061,MT012s062,MT012s063,MT012s064,MT012s065,MT012s066,MT012s067,MT012s068,MT012s069,MT012s070,MT012s071,MT012s072,MT012s073,MT012s074,MT012s075,MT012s076,MT012s077,MT012s078,MT012s079,MT012s080,MT012s081,MT012s082,MT012s083,MT012s084,MT012s085,MT012s086,MT012s087,MT012s088,MT012s089,MT012s090,DistW,DistAdj,SchWgt,SchAdj,SchAdjLAN,SchAdjMAT,SchAdjSCI,SchAdjSOC,StuWgt,LANWgt,MATWgt,SCIWgt,SOCWgt,jkrep,jkzone
79892,38061169002,38061169,UK,6,1169,2,MAT- 22,Boy,Rural,Hindi,229.1909095,59,18,30.51,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,3,2,3,2,3,2,2,3,3,2,3,4,2,1,2,2,4,3,1,2,1,2,3,2,3,1,1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,2,1,4,1,2,1,2,3,3,2,1,2,2,3,1,2,2,3,4,4,3,3,3,2,1,3,4,3,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1.879252397,1,23.14708995,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,1.090909091,49.26129827,49.26129827,49.26129827,49.26129827,0,80
79908,38071170024,38071170,UK,7,1170,24,MAT- 22,Boy,Rural,Hindi,226.0675925,59,15,25.42,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,1,2,1,1,4,4,3,2,1,3,2,3,4,1,2,1,4,3,2,4,3,4,4,4,1,4,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,4,1,2,4,1,1,1,3,3,1,3,2,4,3,4,2,2,3,1,2,0,4,4,3,2,1,4,1,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.525631489,1,4.629417989,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,2.933333333,7.409774085,7.409774085,7.409774085,7.409774085,0,93
79939,38071172037,38071172,UK,7,1172,37,MAT- 22,Girl,Rural,Hindi,227.5506942,59,16,27.12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,2,3,3,1,2,2,4,3,1,1,3,5,4,3,3,2,1,2,4,3,1,3,4,4,4,4,4,3,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,1,4,1,4,2,2,2,2,4,2,3,2,2,4,3,3,2,2,3,4,1,3,2,1,3,2,2,3,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0.525631489,1,7.201316872,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,1.454545455,5.71552822,5.71552822,5.71552822,5.71552822,0,7
79947,38071174002,38071174,UK,7,1174,2,MAT- 22,Girl,Rural,Hindi,229.1715228,59,16,27.12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,1,2,4,4,3,4,4,1,1,2,3,3,3,1,0,4,3,4,4,3,4,4,1,0,4,0,1,1,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,4,3,2,1,2,1,3,4,3,4,1,1,4,3,4,4,2,3,4,2,4,2,2,3,3,4,1,1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0.525631489,1,16.20296296,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,1.538461538,13.60185802,13.60185802,13.60185802,13.60185802,1,89
79969,38071177010,38071177,UK,7,1177,10,MAT- 21,Girl,Urban,Hindi,226.5253673,60,17,28.33,4,1,4,1,4,2,1,1,2,1,2,1,1,2,4,4,2,1,2,2,4,2,1,1,2,2,1,4,2,1,2,2,1,1,1,3,2,2,4,2,1,4,1,3,2,2,2,3,3,2,2,2,2,3,2,2,2,4,2,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.525631489,1,2.28210746,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,11.4,14.19574197,14.19574197,14.19574197,14.19574197,1,94
79994,38071180031,38071180,UK,7,1180,31,MAT- 21,Boy,Urban,Hindi,226.3234673,60,15,25,1,2,2,2,3,2,4,4,2,4,1,4,4,3,4,3,1,1,4,3,2,2,1,3,2,2,3,1,3,2,2,1,2,2,2,3,4,2,3,4,1,2,2,3,4,1,2,2,1,2,4,1,1,2,3,2,2,4,3,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.525631489,1,5.312446873,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,2.263157895,6.560343947,6.560343947,6.560343947,6.560343947,1,98
80006,38071183008,38071183,UK,7,1183,8,MAT- 21,Girl,Rural,Hindi,227.5944224,60,16,26.67,5,5,4,0,0,0,0,0,4,4,3,4,4,0,0,3,3,1,3,0,0,4,3,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,2,2,3,1,2,4,2,3,3,4,4,4,2,2,1,4,3,4,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.525631489,1,8.758358358,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,1.56,7.455288668,7.455288668,7.455288668,7.455288668,1,1
80010,38071183016,38071183,UK,7,1183,16,MAT- 21,Boy,Rural,Hindi,229.2277585,60,17,28.33,4,4,4,3,4,4,2,1,2,1,4,4,4,3,3,3,4,4,1,1,2,2,2,1,1,4,3,4,4,1,2,3,1,4,1,1,4,3,4,1,3,4,3,2,1,3,3,2,1,3,4,3,1,1,4,3,2,3,4,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.525631489,1,8.758358358,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,1.56,7.455288668,7.455288668,7.455288668,7.455288668,1,1
80024,38071185022,38071185,UK,7,1185,22,MAT- 22,Boy,Urban,Hindi,229.2743249,59,15,25.42,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,2,1,1,2,2,2,2,1,4,2,2,1,4,4,2,2,3,3,4,1,4,1,3,4,4,1,2,2,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,1,3,1,2,1,4,3,3,4,2,1,1,1,4,3,2,4,3,2,2,2,3,2,4,2,1,3,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.525631489,1,1.653363568,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,5.083333333,4.586000601,4.586000601,4.586000601,4.586000601,1,100
80047,38071187007,38071187,UK,7,1187,7,MAT- 21,Boy,Rural,Hindi,226.2662695,60,16,26.67,1,2,3,3,2,2,3,2,3,4,4,1,2,3,3,3,2,3,2,3,3,2,3,4,4,2,3,3,3,1,2,2,2,3,2,3,4,5,3,3,2,3,3,2,5,1,2,2,4,3,1,2,5,1,3,1,2,3,4,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.525631489,1,3.146206401,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,2.28125,3.91631167,3.91631167,3.91631167,3.91631167,0,6
80058,38071187031,38071187,UK,7,1187,31,MAT- 22,Boy,Rural,Hindi,228.5167548,59,18,30.51,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,1,3,3,2,4,1,3,2,3,4,2,1,3,4,2,3,1,2,4,3,3,4,2,4,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,1,3,1,3,1,3,2,2,4,1,2,1,3,1,3,2,3,4,4,1,2,1,1,4,2,3,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0.525631489,1,3.146206401,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,2.28125,3.91631167,3.91631167,3.91631167,3.91631167,0,6
80060,38071187035,38071187,UK,7,1187,35,MAT- 22,Boy,Rural,Hindi,227.3660161,59,17,28.81,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,3,2,3,3,2,4,1,3,2,3,4,2,1,3,4,2,3,1,2,4,3,3,4,2,4,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,1,3,1,3,1,3,2,2,4,1,2,1,3,1,3,2,0,4,4,1,2,0,1,4,2,3,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0.525631489,1,3.146206401,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,2.28125,3.91631167,3.91631167,3.91631167,3.91631167,0,6
80097,38071190009,38071190,UK,7,1190,9,MAT- 22,Girl,Rural,Hindi,228.5228162,59,15,25.42,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,1,2,4,2,1,4,2,1,0,3,2,4,3,4,0,1,0,3,2,3,1,4,2,3,0,1,4,2,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,4,1,0,0,0,1,3,2,0,1,0,2,4,2,1,1,4,0,0,2,2,0,0,0,0,0,4,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.525631489,1,4.985527066,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,2.5,6.800929012,6.800929012,6.800929012,6.800929012,1,9
80098,38071190012,38071190,UK,7,1190,12,MAT- 21,Girl,Rural,Hindi,228.8016374,60,16,26.67,1,1,2,3,3,2,2,4,3,4,1,2,3,3,4,2,2,2,3,2,2,2,3,2,4,3,1,3,3,2,3,1,2,3,1,3,3,4,2,3,3,2,2,2,4,2,3,2,4,3,1,4,3,2,1,2,2,2,1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.525631489,1,4.985527066,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,2.5,6.800929012,6.800929012,6.800929012,6.800929012,1,9
80137,38071194016,38071194,UK,7,1194,16,MAT- 21,Girl,Rural,Hindi,227.7199304,60,18,30,4,1,2,3,4,4,1,2,4,4,1,4,1,4,3,2,3,3,1,4,2,2,4,1,4,3,4,2,2,1,4,1,2,3,4,2,1,3,2,3,4,1,3,2,4,3,3,2,3,3,4,3,1,1,3,4,3,0,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.525631489,1,2.038108549,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,2.321428571,2.581664427,2.581664427,2.581664427,2.581664427,0,2
80140,38071194024,38071194,UK,7,1194,24,MAT- 21,Boy,Rural,Hindi,229.2662912,60,17,28.33,4,4,2,1,1,4,4,2,2,4,2,3,2,3,3,2,1,1,1,1,1,2,2,1,1,3,1,1,1,4,2,1,3,4,1,1,1,2,4,3,4,1,2,2,3,4,1,3,2,3,4,2,2,4,3,1,3,3,4,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.525631489,1,2.038108549,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,2.321428571,2.581664427,2.581664427,2.581664427,2.581664427,0,2
80146,38071195005,38071195,UK,7,1195,5,MAT- 21,Boy,Urban,Hindi,227.9558893,60,16,26.67,3,0,4,1,2,4,1,2,2,1,2,1,4,1,4,3,2,3,3,3,2,1,4,1,3,2,2,3,4,1,2,2,3,1,3,3,4,1,1,3,2,1,3,2,4,3,1,3,2,4,1,2,1,2,1,1,3,1,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.525631489,1,3.057162823,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,1.3,2.168598119,2.168598119,2.168598119,2.168598119,1,11
80162,38071195037,38071195,UK,7,1195,37,MAT- 21,Boy,Urban,Hindi,228.1616378,60,18,30,4,1,2,1,2,2,1,4,2,1,3,2,3,3,4,3,3,2,2,2,2,2,1,4,3,4,3,4,4,4,4,4,3,1,1,2,4,1,4,4,1,2,4,2,1,1,2,2,4,3,4,2,1,3,4,3,2,2,1,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.525631489,1,3.057162823,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,1.3,2.168598119,2.168598119,2.168598119,2.168598119,1,11
80184,38071197002,38071197,UK,7,1197,2,MAT- 21,Boy,Rural,Hindi,228.8381015,60,17,28.33,1,1,1,1,4,2,1,1,2,3,3,3,3,1,4,3,2,3,2,1,2,2,2,1,3,2,1,2,4,1,3,2,1,4,4,1,4,2,4,1,4,3,2,3,4,1,2,2,2,2,4,2,1,4,3,2,3,2,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.525631489,1,4.564214919,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,5.7,14.19574197,14.19574197,14.19574197,14.19574197,1,85
80200,38071199010,38071199,UK,7,1199,10,MAT- 22,Girl,Rural,Hindi,227.8865208,59,16,27.12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,1,2,4,2,3,2,4,1,2,2,3,1,2,1,3,1,3,1,1,2,3,1,4,2,1,3,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,4,3,4,3,1,1,4,4,1,1,2,1,3,1,3,1,3,1,3,1,2,4,3,2,1,4,1,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0.525631489,1,5.891986532,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,1.133333333,3.64364924,3.64364924,3.64364924,3.64364924,1,4
80206,38071199026,38071199,UK,7,1199,26,MAT- 22,Boy,Rural,Hindi,226.4376223,59,17,28.81,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,4,3,1,4,3,4,4,1,3,4,3,4,4,1,4,4,3,4,4,2,4,2,3,1,4,4,3,2,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,2,1,2,1,4,1,4,1,0,1,4,2,1,3,4,1,3,4,4,2,3,3,1,2,4,1,4,4,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.525631489,1,5.891986532,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,1.133333333,3.64364924,3.64364924,3.64364924,3.64364924,1,4
80239,38071202034,38071202,UK,7,1202,34,MAT- 22,Boy,Urban,Hindi,227.992113,59,15,25.42,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,1,2,1,4,1,2,4,4,2,1,3,2,2,2,2,4,3,1,2,1,4,2,3,2,4,4,2,2,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,4,4,3,4,2,1,1,2,2,1,2,1,1,3,1,4,1,2,3,4,4,3,3,2,1,4,1,3,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.525631489,1,10.45352449,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,1.027777778,5.86244956,5.86244956,5.86244956,5.86244956,1,10
80296,38071208035,38071208,UK,7,1208,35,MAT- 21,Boy,Rural,Hindi,226.4499855,60,17,28.33,4,3,2,3,2,1,1,3,2,3,4,3,4,3,3,3,4,3,2,3,2,2,4,1,1,1,2,1,3,4,1,2,3,3,2,3,2,3,4,2,3,1,2,5,4,2,2,3,3,1,1,3,2,4,4,2,3,1,4,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.525631489,1,4.000731596,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,3.214285714,7.01683152,7.01683152,7.01683152,7.01683152,0,3
80307,38071209018,38071209,UK,7,1209,18,MAT- 22,Boy,Rural,Hindi,226.8974175,59,15,25.42,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,2,3,1,2,2,4,1,1,4,1,2,3,1,3,4,3,3,4,4,3,4,3,2,3,2,4,3,2,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,1,2,4,2,1,4,2,1,1,1,2,1,2,3,2,4,2,3,2,4,2,4,1,1,2,4,4,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.525631489,1,4.500823045,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,2.052631579,5.041039487,5.041039487,5.041039487,5.041039487,0,11
80320,38071210014,38071210,UK,7,1210,14,MAT- 21,Boy,Rural,Hindi,226.314712,60,17,28.33,1,3,2,1,2,4,1,1,2,1,4,2,1,2,4,3,3,2,1,3,1,2,4,1,4,2,4,2,3,1,1,4,3,3,1,3,2,2,4,3,1,3,4,2,1,2,4,2,4,2,4,2,4,3,3,2,1,3,4,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.525631489,1,5.685250162,1.018867925,1.018867925,1.018867925,1.018867925,1.018867925,2.941176471,9.12405337,9.12405337,9.12405337,9.12405337,0,96
